venta_id;fecha;canal;tienda_id;empleado_id;cod_municipio_venta_ine;cliente_id;total_lineas;total_unidades;importe_bruto_total;importe_neto_total
V00930;2023-09-16;Tienda física;T001;E0004;28079;SIN_REGISTRO;2;3;92,44;87,82
V00931;2022-01-10;Online;ONLINE;ONLINE;46192;C0384;2;2;55,32;53,51
V00932;2023-02-28;Online;ONLINE;ONLINE;48044;C0205;2;2;36,89;34,64
V00933;2023-02-07;Tienda física;T001;E0001;46192;C0195;1;1;12,69;11,42
V00934;2023-10-27;Online;ONLINE;ONLINE;46192;C0754;3;5;136,89;134,95
V00935;2023-07-06;Tienda física;T005;E0028;41059;C0430;1;4;104,04;104,04
V00936;2023-11-20;Tienda física;T010;E0050;8019;C0414;1;1;24,77;24,77
V00937;2023-01-21;Online;ONLINE;ONLINE;;SIN_REGISTRO;2;5;65,31;62,38
V00938;2023-02-01;Tienda física;T007;E0037;50297;C0141;2;2;66,05;63,32
V00939;2022-05-08;Tienda física;T001;E0004;28115;C0712;1;1;31,05;29,5
V00940;2022-07-17;Tienda física;T003;E0017;28079;SIN_REGISTRO;2;3;66,91;64,71
V00941;2022-08-15;Online;ONLINE;ONLINE;28074;C0731;2;3;45,7;42,89
V00942;2022-10-15;Online;ONLINE;ONLINE;47186;C0292;2;3;62,51;57,95
V00943;2022-07-16;Tienda física;T008;E0044;48020;SIN_REGISTRO;4;6;110,6;106,65
V00944;2022-08-15;Online;ONLINE;ONLINE;47186;C0574;3;3;59,61;59,61
V00945;2023-01-07;Online;ONLINE;ONLINE;41091;C0787;2;3;35,94;34,7
V00946;2023-05-20;Online;ONLINE;ONLINE;41091;C0031;1;1;19,46;16,54
V00947;2022-01-08;Online;ONLINE;ONLINE;46250;C0261;5;8;179,04;167,91
V00948;2022-04-24;Tienda física;T003;E0017;29067;C0549;1;1;13,61;13,61
V00949;2022-06-24;Tienda física;T003;E0016;48020;C0343;3;4;103,21;100,56
V00950;2023-11-07;Online;ONLINE;ONLINE;28079;C0452;1;1;12,79;10,87
V00951;2022-03-08;Tienda física;T010;E0052;8015;C0534;2;3;57,48;54,82
V00952;2022-03-08;Tienda física;T004;E0023;28079;C0709;2;2;46,71;46,71
V00953;2023-08-07;Tienda física;T004;E0020;28065;C0087;4;5;116,03;116,03
V00954;2022-07-16;Online;ONLINE;ONLINE;28074;C0580;1;1;18,64;15,84
V00955;2023-12-11;Tienda física;T001;E0001;48020;C0492;4;5;87,81;84,66
V00956;2023-11-29;Tienda física;T005;E0027;46192;C0433;2;3;57,57;56,59
V00957;2022-01-03;Tienda física;T009;E0047;48044;SIN_REGISTRO;2;3;81,32;77,25
V00958;2022-11-27;Tienda física;T001;E0001;29067;C0618;1;1;21,25;20,19
V00959;2022-10-08;Tienda física;T008;E0040;28074;C0389;2;4;64,3;60,11
V00960;2023-05-23;Tienda física;T006;E0031;8019;C0425;3;4;75,21;74,4
V00961;2022-08-18;Tienda física;T003;E0016;28079;SIN_REGISTRO;5;7;192,54;190,88
V00962;2023-03-07;Tienda física;T002;E0009;28079;C0649;3;4;86,09;84,21
V00963;2022-11-20;Online;ONLINE;ONLINE;29069;C0040;4;7;175,96;169,29
V00964;2022-07-19;Online;ONLINE;ONLINE;41059;C0707;1;1;12,62;12,62
V00965;2023-08-09;Tienda física;T002;E0011;41059;C0112;1;1;28,01;28,01
V00966;2023-12-08;Online;ONLINE;ONLINE;;SIN_REGISTRO;3;4;64,4;63,09
V00967;2022-09-13;Tienda física;T004;E0018;41091;C0259;5;7;136,57;134,61
V00968;2022-12-04;Online;ONLINE;ONLINE;46192;C0025;7;8;157,79;156,1
V00969;2023-10-04;Tienda física;T011;E0058;28115;C0484;1;1;26,41;22,45
V00970;2022-01-29;Tienda física;T010;E0052;48020;C0505;2;5;70,13;66,63
V00971;2022-01-25;Online;ONLINE;ONLINE;41038;C0525;5;8;188,09;185,77
V00972;2022-09-14;Tienda física;T003;E0015;46250;C0609;1;1;29,88;29,88
V00973;2023-04-30;Tienda física;T004;E0019;41091;C0438;4;7;284,53;272,71
V00974;2022-02-25;Online;ONLINE;ONLINE;29069;C0203;2;2;36,31;36,31
V00975;2022-03-16;Tienda física;T006;E0033;8019;C0246;1;1;23,49;21,14
V00976;2022-04-08;Tienda física;T011;E0059;8019;C0016;1;3;50,1;42,59
V00977;2023-08-16;Online;ONLINE;ONLINE;47186;C0151;1;1;11,58;11,58
V00978;2022-03-04;Tienda física;T007;E0039;28006;C0039;1;3;43,65;43,65
V00979;2022-11-17;Tienda física;T001;E0001;41059;C0126;1;3;34,02;28,92
V00980;2022-05-11;Online;ONLINE;ONLINE;50297;C0567;3;3;60,15;59,08
V00981;2022-02-26;Online;ONLINE;ONLINE;41059;C0770;2;2;75,35;75,35
V00982;2022-03-09;Tienda física;T001;E0005;28074;C0581;1;3;42,54;42,54
V00983;2023-07-27;Online;ONLINE;ONLINE;;SIN_REGISTRO;1;1;26,68;26,68
V00984;2023-01-26;Online;ONLINE;ONLINE;47186;C0642;1;1;13,4;12,73
V00985;2023-09-25;Online;ONLINE;ONLINE;46192;C0619;2;3;61,59;58,51
V00986;2023-09-06;Online;ONLINE;ONLINE;28115;C0199;3;3;122,75;117,77
V00987;2023-04-10;Tienda física;T003;E0016;8019;C0062;1;1;27,9;26,5
V00988;2023-03-15;Online;ONLINE;ONLINE;28079;C0170;1;1;11,69;10,52
V00989;2022-12-14;Tienda física;T006;E0030;29067;C0351;1;1;16,94;14,4
V00990;2023-04-10;Online;ONLINE;ONLINE;41059;C0429;3;4;94,42;89,57
V00991;2023-08-25;Tienda física;T012;E0064;47186;C0655;1;1;14,34;14,34
V00992;2022-04-16;Tienda física;T007;E0035;28079;C0453;1;1;21,59;21,59
V00993;2023-08-31;Tienda física;T007;E0035;28079;C0722;8;12;370,85;365,14
V00994;2023-10-15;Online;ONLINE;ONLINE;29067;C0351;4;7;147,28;136,76
V00995;2022-12-30;Tienda física;T005;E0027;8019;C0479;2;3;87,78;84,45
V00996;2023-09-28;Tienda física;T008;E0043;48020;SIN_REGISTRO;1;1;15,55;14,77
V00997;2022-09-06;Online;ONLINE;ONLINE;28079;C0304;2;2;20,45;19,97
V00998;2022-03-03;Online;ONLINE;ONLINE;48044;C0205;2;3;49,21;49,21
V00999;2023-08-22;Tienda física;T002;E0013;48044;C0003;2;2;61,83;60,64
V01000;2022-11-15;Tienda física;T008;E0045;8019;C0696;6;10;194,46;181,47
V01001;2022-05-31;Tienda física;T012;E0064;29067;C0230;1;2;34;32,3
V01002;2023-09-10;Online;ONLINE;ONLINE;41091;C0125;5;8;148,37;146
V01003;2023-01-13;Online;ONLINE;ONLINE;;SIN_REGISTRO;2;2;23,7;22,31
V01004;2022-02-28;Tienda física;T005;E0028;29069;C0235;1;1;30,01;30,01
V01005;2023-03-09;Tienda física;T011;E0058;48044;C0636;2;3;45,73;43,91
V01006;2022-07-25;Tienda física;T011;E0060;46250;C0674;5;6;122,14;115,51
V01007;2022-03-12;Online;ONLINE;ONLINE;28065;C0289;1;2;25,32;25,32
V01008;2023-11-15;Tienda física;T001;E0002;48020;C0220;2;3;73,4;72,82
V01009;2023-09-07;Tienda física;T008;E0044;48020;SIN_REGISTRO;2;2;51,11;47,91
V01010;2023-08-16;Tienda física;T008;E0045;28065;C0780;1;1;30,52;27,47
V01011;2023-09-23;Tienda física;T010;E0054;41091;C0489;1;1;15,14;15,14
V01012;2022-12-03;Tienda física;T004;E0024;8019;SIN_REGISTRO;1;1;21,31;21,31
V01013;2023-04-11;Online;ONLINE;ONLINE;28074;C0581;5;11;429,7;416,95
V01014;2022-08-13;Tienda física;T004;E0024;41059;C0795;2;4;75,72;75,72
V01015;2023-12-11;Online;ONLINE;ONLINE;8019;C0347;2;4;71,41;71,41
V01016;2023-10-01;Tienda física;T006;E0030;29069;C0650;1;1;26,16;26,16
V01017;2023-05-08;Online;ONLINE;ONLINE;48020;C0759;3;3;69,96;68,22
V01018;2023-01-20;Online;ONLINE;ONLINE;50297;C0120;3;5;61,57;61,57
V01019;2022-07-08;Tienda física;T007;E0037;48044;C0490;2;2;64,87;64,87
V01020;2022-01-11;Tienda física;T008;E0043;8015;C0441;1;1;18,92;18,92
V01021;2022-01-31;Tienda física;T011;E0057;41059;C0114;1;1;10,07;9,06
V01022;2022-05-26;Tienda física;T002;E0007;29067;C0293;1;1;17,63;17,63
V01023;2022-07-19;Tienda física;T011;E0060;28074;C0580;1;2;27,02;22,97
V01024;2022-02-14;Online;ONLINE;ONLINE;8015;C0316;2;5;149,76;149,76
V01025;2022-07-22;Online;ONLINE;ONLINE;8015;C0316;2;2;35,26;34,62
V01026;2022-08-13;Online;ONLINE;ONLINE;48044;C0185;1;1;25,07;25,07
V01027;2022-12-14;Tienda física;T003;E0016;48020;C0492;1;1;15,89;14,3
V01028;2022-07-02;Tienda física;T003;E0017;28115;C0406;3;5;95,63;95,63
V01029;2022-06-30;Online;ONLINE;ONLINE;28074;C0085;2;2;59,12;59,12
V01030;2022-01-22;Tienda física;T010;E0055;50297;C0776;2;3;67,17;59,96
V01031;2023-01-24;Tienda física;T009;E0049;28115;C0326;2;3;38,31;33,29
V01032;2022-12-13;Online;ONLINE;ONLINE;8019;C0764;2;4;102,25;102,25
V01033;2023-04-13;Tienda física;T004;E0020;50297;C0776;2;4;80,88;80,88
V01034;2023-01-17;Online;ONLINE;ONLINE;50297;C0017;1;2;32,94;28
V01035;2023-06-24;Tienda física;T011;E0060;47186;C0656;4;9;162,9;154,85
V01036;2023-12-30;Online;ONLINE;ONLINE;46192;C0733;2;4;75,67;75,67
V01037;2022-05-28;Online;ONLINE;ONLINE;28006;C0606;3;6;82,15;82,15
V01038;2022-07-16;Online;ONLINE;ONLINE;;SIN_REGISTRO;1;4;72,56;65,3
V01039;2023-12-13;Tienda física;T011;E0056;28065;C0683;1;3;31,05;31,05
V01040;2023-09-06;Online;ONLINE;ONLINE;48044;C0568;2;2;46,82;46,1
V01041;2022-02-17;Tienda física;T008;E0045;8019;C0323;4;8;201,64;183,05
V01042;2023-07-03;Online;ONLINE;ONLINE;8019;C0070;2;2;30,09;30,09
V01043;2022-12-02;Tienda física;T006;E0030;8015;C0725;2;2;42,63;42,63
V01044;2023-10-07;Tienda física;T009;E0046;48020;C0201;2;2;73,47;73,47
V01045;2023-06-05;Online;ONLINE;ONLINE;47186;C0463;2;5;61,57;58,64
V01046;2022-08-03;Tienda física;T004;E0022;28079;C0684;2;4;96,74;83,5
V01047;2023-04-27;Tienda física;T004;E0018;29069;C0024;2;5;73,38;64,64
V01048;2022-06-21;Tienda física;T007;E0036;46250;SIN_REGISTRO;4;5;122,64;116,12
V01049;2023-10-23;Tienda física;T003;E0017;41038;C0055;2;3;69,34;62,41
V01050;2023-05-26;Online;ONLINE;ONLINE;28074;C0580;4;5;146,32;131,69
V01051;2022-07-03;Tienda física;T008;E0041;41059;C0536;10;13;312,77;295,01
V01052;2023-06-23;Tienda física;T008;E0043;8019;C0010;2;2;35,42;32,98
V01053;2023-05-22;Online;ONLINE;ONLINE;8019;C0631;8;11;315,1;303,54
V01054;2023-08-19;Tienda física;T003;E0014;28079;C0453;5;7;264,51;263,43
V01055;2022-08-01;Tienda física;T008;E0040;41038;C0285;2;3;46,01;46,01
V01056;2023-04-08;Tienda física;T006;E0030;28006;C0665;1;3;34,02;34,02
V01057;2022-08-12;Online;ONLINE;ONLINE;46250;C0207;6;8;150,51;147,27
V01058;2023-01-22;Tienda física;T011;E0058;28079;C0684;2;3;75,17;67,65
V01059;2023-01-19;Tienda física;T007;E0036;46192;C0508;6;9;194,31;189,46
V01060;2022-05-18;Online;ONLINE;ONLINE;41059;C0430;2;2;35,81;35,81
V01061;2023-04-01;Online;ONLINE;ONLINE;;SIN_REGISTRO;1;2;43,14;38,83
V01062;2022-08-24;Online;ONLINE;ONLINE;29067;C0487;2;2;72,07;64,86
V01063;2023-04-22;Tienda física;T007;E0036;28079;C0162;3;3;73,42;68,88
V01064;2023-03-13;Online;ONLINE;ONLINE;47186;C0244;2;4;110,09;104,58
V01065;2023-03-19;Tienda física;T010;E0055;46250;C0331;2;2;37,36;36,45
V01066;2023-05-25;Tienda física;T006;E0030;28065;C0294;3;5;112,72;110,39
V01067;2023-01-27;Tienda física;T004;E0018;41038;C0044;3;6;163,69;163,69
V01068;2023-03-29;Tienda física;T012;E0064;48044;C0004;2;2;40,01;40,01
V01069;2023-10-23;Tienda física;T007;E0037;28006;C0736;2;3;64,89;64,89
V01070;2022-03-26;Online;ONLINE;ONLINE;28074;C0589;4;6;142,71;136,05
V01071;2022-10-11;Tienda física;T010;E0051;8019;C0766;3;5;144,86;141,77
V01072;2022-05-02;Online;ONLINE;ONLINE;8019;C0148;6;8;155,54;144,73
V01073;2022-02-09;Online;ONLINE;ONLINE;8019;C0212;1;1;15,23;13,71
V01074;2022-12-08;Tienda física;T010;E0051;46250;C0261;2;2;41,23;38,73
V01075;2022-09-14;Tienda física;T006;E0032;28065;C0564;1;2;28,46;28,46
V01076;2022-07-15;Online;ONLINE;ONLINE;48044;C0798;1;2;58,1;49,38
V01077;2023-07-11;Online;ONLINE;ONLINE;41059;C0610;2;2;36,27;36,27
V01078;2022-11-03;Tienda física;T005;E0026;28065;C0372;2;3;42,79;42,79
V01079;2023-02-18;Tienda física;T005;E0028;47186;C0223;1;1;18;17,1
V01080;2023-04-29;Tienda física;T010;E0050;29069;C0266;1;3;45,54;38,71
V01081;2023-02-12;Tienda física;T007;E0037;46192;C0522;4;8;173,54;171,98
V01082;2022-08-03;Tienda física;T009;E0047;41038;C0448;3;7;187,24;176,78
V01083;2023-06-13;Online;ONLINE;ONLINE;41059;C0643;2;6;125,04;118,5
V01084;2023-04-18;Online;ONLINE;ONLINE;28006;C0411;1;1;33,97;33,97
V01085;2022-11-17;Tienda física;T006;E0033;29067;C0129;4;6;150,65;150,65
V01086;2023-12-16;Online;ONLINE;ONLINE;28065;C0166;5;6;154,57;146,41
V01087;2023-03-26;Tienda física;T010;E0053;8019;C0778;5;8;192;188,74
V01088;2023-01-19;Tienda física;T002;E0012;48020;C0352;2;2;29,84;28,01
V01089;2022-11-09;Tienda física;T002;E0007;41038;C0761;1;2;22,08;18,77
V01090;2023-05-27;Tienda física;T007;E0035;46250;C0331;1;2;27,18;23,1
V01091;2022-12-14;Tienda física;T012;E0063;48020;C0329;1;2;35,14;35,14
V01092;2023-03-12;Tienda física;T006;E0034;28074;C0512;4;6;88,82;82,61
V01093;2023-12-09;Online;ONLINE;ONLINE;8019;C0318;1;1;19,32;17,39
V01094;2022-11-30;Tienda física;T008;E0042;48020;C0652;2;3;90,58;88,26
V01095;2023-08-05;Online;ONLINE;ONLINE;28115;C0406;2;2;36,13;36,13
V01096;2022-06-07;Tienda física;T009;E0048;28115;C0701;4;6;108,89;107,92
V01097;2023-01-26;Online;ONLINE;ONLINE;48044;C0729;1;1;27,24;27,24
V01098;2022-03-07;Tienda física;T010;E0055;28065;C0372;2;3;55,75;50,17
V01099;2022-07-12;Online;ONLINE;ONLINE;47186;C0542;3;4;79,14;76,27
V01100;2022-12-03;Tienda física;T001;E0002;29069;C0239;2;6;112,28;101,05
V01101;2023-10-17;Online;ONLINE;ONLINE;8019;C0323;1;1;17,29;17,29
V01102;2022-06-25;Tienda física;T001;E0003;28065;C0780;6;8;214,88;204,9
V01103;2022-02-02;Tienda física;T008;E0045;46192;C0195;3;5;179,7;168,52
V01104;2022-01-28;Online;ONLINE;ONLINE;48044;C0185;2;3;41,29;39,92
V01105;2022-03-13;Tienda física;T011;E0056;8015;C0528;2;4;81,58;77,5
V01106;2022-07-30;Online;ONLINE;ONLINE;28115;C0307;1;1;43,58;43,58
V01107;2023-11-07;Tienda física;T002;E0007;28079;C0170;2;3;89,39;84,02
V01108;2023-04-11;Online;ONLINE;ONLINE;48020;C0343;1;1;12,94;12,94
V01109;2023-06-15;Online;ONLINE;ONLINE;28074;C0663;1;2;41,66;41,66
V01110;2022-12-01;Tienda física;T008;E0045;28006;C0496;4;4;79,87;77,19
V01111;2022-06-10;Tienda física;T012;E0065;28006;SIN_REGISTRO;2;2;37,67;37,67
V01112;2023-07-04;Tienda física;T006;E0030;41091;SIN_REGISTRO;1;1;13,59;12,91
V01113;2022-03-12;Tienda física;T011;E0058;48044;C0190;3;3;55,31;52,57
V01114;2022-05-14;Online;ONLINE;ONLINE;28079;C0019;1;1;20,21;20,21
V01115;2023-03-19;Tienda física;T012;E0064;8015;C0662;3;4;121,6;115,78
V01116;2022-06-12;Online;ONLINE;ONLINE;28079;C0485;1;1;13,72;12,35
V01117;2023-08-25;Online;ONLINE;ONLINE;8019;C0180;1;1;49,22;49,22
V01118;2022-10-10;Tienda física;T009;E0049;48020;C0131;1;1;33,32;33,32
V01119;2022-05-27;Tienda física;T011;E0057;48020;C0436;3;3;40,8;39,96
V01120;2023-02-13;Online;ONLINE;ONLINE;29069;C0235;1;1;18,57;16,71
V01121;2023-06-23;Tienda física;T007;E0037;48020;C0629;3;5;115,99;112,5
V01122;2023-04-17;Online;ONLINE;ONLINE;;SIN_REGISTRO;2;2;36,56;35,35
V01123;2022-04-04;Online;ONLINE;ONLINE;47186;C0645;1;2;43,64;43,64
V01124;2022-12-22;Online;ONLINE;ONLINE;41091;C0644;4;7;175,76;168,71
V01125;2023-02-05;Tienda física;T011;E0060;8015;C0418;1;3;45,33;40,8
V01126;2023-03-02;Tienda física;T009;E0049;46250;C0757;1;1;13,21;13,21
V01127;2023-09-25;Online;ONLINE;ONLINE;;SIN_REGISTRO;3;7;154,62;145,65
V01128;2023-04-14;Tienda física;T008;E0041;48044;C0314;4;4;109,03;106,66
V01129;2023-12-17;Online;ONLINE;ONLINE;8019;C0469;1;1;15,2;13,68
V01130;2023-02-07;Tienda física;T007;E0039;8019;C0335;1;2;42,46;36,09
V01131;2022-09-03;Tienda física;T004;E0020;29067;C0267;2;5;145,35;145,35
V01132;2023-10-06;Tienda física;T011;E0059;28065;C0470;2;4;81,7;76,93
V01133;2023-11-14;Tienda física;T009;E0048;28079;C0440;4;7;121,28;121,28
V01134;2023-05-21;Tienda física;T004;E0022;8019;SIN_REGISTRO;1;1;26,83;25,49
V01135;2023-01-13;Tienda física;T006;E0032;47186;C0292;2;2;34,06;31,92
V01136;2023-06-01;Online;ONLINE;ONLINE;28079;C0083;2;5;123,33;123,33
V01137;2023-04-07;Tienda física;T006;E0031;48044;C0729;1;2;60,72;60,72
V01138;2022-08-01;Tienda física;T009;E0049;48044;C0503;2;3;51,44;49,83
V01139;2023-04-19;Online;ONLINE;ONLINE;8015;C0036;2;4;44,72;43,81
V01140;2023-10-17;Tienda física;T004;E0020;48044;C0596;2;2;52,68;46,18
V01141;2023-01-26;Online;ONLINE;ONLINE;48044;C0303;1;1;19,97;19,97
V01142;2022-07-19;Tienda física;T003;E0015;28074;C0580;3;7;94,72;88,93
V01143;2022-01-11;Tienda física;T008;E0041;8019;C0192;2;4;68,84;68,32
V01144;2023-12-28;Tienda física;T009;E0048;41059;C0018;1;1;13,15;13,15
V01145;2023-11-18;Tienda física;T008;E0044;29067;C0623;1;2;39,54;33,61
V01146;2023-05-12;Online;ONLINE;ONLINE;46192;C0325;1;1;12,2;11,59
V01147;2022-03-26;Tienda física;T006;E0031;8015;C0281;2;5;156,08;153,13
V01148;2024-01-01;Tienda física;T008;E0044;46192;C0462;1;1;10,95;10,4
V01149;2023-04-28;Tienda física;T011;E0057;29067;C0129;1;1;20,14;20,14
V01150;2022-06-24;Online;ONLINE;ONLINE;50297;C0198;2;2;39,23;36,89
V01151;2022-07-01;Tienda física;T003;E0016;28115;C0712;1;1;24,99;24,99
V01152;2023-07-02;Tienda física;T001;E0005;8019;C0062;1;1;12,75;10,84
V01153;2022-06-22;Online;ONLINE;ONLINE;8019;C0041;3;3;98,26;98,26
V01154;2023-11-25;Tienda física;T005;E0029;48044;C0075;2;4;73,08;73,08
V01155;2023-03-28;Online;ONLINE;ONLINE;48044;C0636;3;3;59;57,03
V01156;2022-08-10;Tienda física;T003;E0014;41091;C0787;3;5;74,36;70,71
V01157;2023-11-23;Tienda física;T007;E0036;29069;C0203;2;2;73,9;70,43
V01158;2023-03-29;Tienda física;T009;E0049;48044;SIN_REGISTRO;1;1;12,19;10,36
V01159;2023-10-13;Online;ONLINE;ONLINE;8019;C0062;1;1;12,27;11,04
V01160;2023-02-04;Online;ONLINE;ONLINE;48020;C0759;3;4;69,21;62,62
V01161;2023-03-31;Online;ONLINE;ONLINE;46192;C0509;2;3;40,36;39,06
V01162;2022-02-19;Tienda física;T012;E0062;28065;C0087;2;6;168,39;166,43
V01163;2022-09-13;Online;ONLINE;ONLINE;41038;C0523;2;3;69,54;69,54
V01164;2022-07-24;Tienda física;T009;E0046;8019;C0415;1;1;37,74;37,74
V01165;2023-03-08;Online;ONLINE;ONLINE;28115;C0047;1;1;20,06;20,06
V01166;2022-12-12;Online;ONLINE;ONLINE;28074;C0146;1;2;30,24;30,24
V01167;2022-08-14;Tienda física;T012;E0063;28065;C0169;4;6;107,75;104,65
V01168;2022-06-21;Tienda física;T008;E0045;8019;C0667;3;3;89,44;84,19
V01169;2023-06-09;Tienda física;T005;E0028;47186;C0542;4;5;151,19;149,21
V01170;2022-11-27;Tienda física;T002;E0011;48020;C0132;1;1;20,15;18,13
V01171;2023-10-02;Tienda física;T002;E0013;46250;C0165;2;3;94,91;94,91
V01172;2023-03-15;Tienda física;T010;E0050;29067;C0549;7;11;279,04;266,85
V01173;2022-08-07;Online;ONLINE;ONLINE;28079;C0633;5;6;97,41;95,97
V01174;2022-11-28;Tienda física;T011;E0056;41059;C0368;2;3;57,74;57
V01175;2023-02-16;Tienda física;T007;E0038;28115;C0300;1;3;67,05;56,99
V01176;2022-01-13;Online;ONLINE;ONLINE;41059;C0612;1;1;16,38;15,56
V01177;2023-04-15;Tienda física;T001;E0001;28006;C0063;1;2;30,9;30,9
V01178;2023-11-05;Online;ONLINE;ONLINE;;SIN_REGISTRO;5;9;227,52;223,73
V01179;2022-02-14;Tienda física;T009;E0049;41091;C0467;3;5;71,12;68,59
V01180;2023-02-25;Online;ONLINE;ONLINE;46192;C0488;3;4;54,17;53,37
V01181;2022-04-15;Online;ONLINE;ONLINE;28115;C0537;2;2;47,19;42,93
V01182;2022-09-15;Tienda física;T010;E0053;48044;C0058;2;5;100,79;100,79
V01183;2023-10-09;Tienda física;T009;E0046;29067;C0037;1;1;14,08;11,97
V01184;2023-11-26;Tienda física;T012;E0061;29069;C0650;1;1;15,7;13,34
V01185;2022-12-07;Tienda física;T009;E0046;46250;C0445;2;2;26,66;26,66
V01186;2023-11-14;Online;ONLINE;ONLINE;29067;C0626;2;2;73,49;72
V01187;2022-12-10;Tienda física;T012;E0062;46192;C0433;5;7;164,53;162,96
V01188;2023-01-27;Tienda física;T010;E0050;28006;C0779;1;4;78,24;70,42
V01189;2023-05-31;Online;ONLINE;ONLINE;;SIN_REGISTRO;2;2;33,73;32,6
V01190;2022-08-27;Online;ONLINE;ONLINE;47186;C0023;1;1;15,32;15,32
V01191;2022-11-13;Online;ONLINE;ONLINE;48044;C0412;4;5;109,75;106,89
V01192;2022-09-07;Online;ONLINE;ONLINE;;SIN_REGISTRO;1;1;18,91;17,02
V01193;2022-03-03;Tienda física;T005;E0026;8019;SIN_REGISTRO;1;1;19,95;19,95
V01194;2023-05-26;Online;ONLINE;ONLINE;48044;C0529;3;5;90,16;87,94
V01195;2022-06-05;Tienda física;T008;E0042;8019;C0123;2;3;58,16;57,31
V01196;2023-10-20;Tienda física;T002;E0008;29069;C0273;2;2;37,39;37,39
V01197;2023-09-05;Tienda física;T006;E0030;41038;C0110;4;4;110,49;109,79
V01198;2022-05-18;Tienda física;T004;E0019;8019;SIN_REGISTRO;5;11;253,71;243,36
V01199;2023-10-22;Tienda física;T002;E0012;48020;C0492;2;7;178,49;178,49
V01200;2023-10-26;Online;ONLINE;ONLINE;;SIN_REGISTRO;7;8;203,15;203,15
V01201;2022-08-23;Online;ONLINE;ONLINE;8015;C0441;3;3;70,58;67,4
V01202;2022-12-17;Online;ONLINE;ONLINE;46250;C0261;2;2;75,76;75,76
V01203;2023-07-07;Online;ONLINE;ONLINE;41059;C0332;2;5;70,36;70,36
V01204;2023-12-05;Online;ONLINE;ONLINE;28079;C0452;1;1;32,19;27,36
V01205;2023-09-15;Online;ONLINE;ONLINE;29067;C0275;3;4;49,3;46,87
V01206;2022-07-07;Tienda física;T004;E0020;41091;C0011;1;1;26,52;25,19
V01207;2022-03-08;Tienda física;T009;E0048;41038;C0523;4;6;131,61;126,97
V01208;2022-07-17;Tienda física;T005;E0026;8019;SIN_REGISTRO;4;5;88,83;87,72
V01209;2022-07-29;Online;ONLINE;ONLINE;48020;C0401;2;2;26,19;26,19
V01210;2022-06-27;Online;ONLINE;ONLINE;28006;C0532;1;3;55,8;50,22
V01211;2022-08-30;Tienda física;T005;E0029;47186;C0370;7;9;178,42;175,07
V01212;2023-03-13;Tienda física;T003;E0015;48044;C0356;4;6;180,96;169,82
V01213;2022-11-15;Online;ONLINE;ONLINE;28115;C0537;1;1;22,56;22,56
V01214;2022-09-08;Tienda física;T010;E0050;8019;C0409;1;2;27,78;26,39
V01215;2023-09-13;Online;ONLINE;ONLINE;28074;C0512;10;11;273,2;264,31
V01216;2022-10-20;Online;ONLINE;ONLINE;28006;C0779;4;7;118,38;111,01
V01217;2023-10-13;Online;ONLINE;ONLINE;41059;C0643;2;2;34,85;33,87
V01218;2023-05-08;Tienda física;T010;E0054;41059;C0032;2;3;51,19;48,94
V01219;2023-02-12;Online;ONLINE;ONLINE;28079;C0684;5;6;187,69;186,69
V01220;2023-04-28;Online;ONLINE;ONLINE;;SIN_REGISTRO;4;6;127,62;123,94
V01221;2023-06-02;Online;ONLINE;ONLINE;47186;C0394;1;3;29,31;26,38
V01222;2022-06-09;Online;ONLINE;ONLINE;;SIN_REGISTRO;2;2;61;59,97
V01223;2023-01-26;Tienda física;T001;E0001;47186;C0292;1;1;20,89;19,85
V01224;2022-11-04;Online;ONLINE;ONLINE;41038;C0327;5;5;169,8;166,4
V01225;2023-07-21;Online;ONLINE;ONLINE;29069;C0278;1;1;15,78;13,41
V01226;2022-09-21;Tienda física;T007;E0037;28079;C0336;4;5;137,8;136,86
V01227;2022-11-10;Online;ONLINE;ONLINE;46192;C0043;1;1;15,77;14,98
V01228;2023-01-20;Tienda física;T006;E0030;41091;C0001;1;2;25,6;23,04
V01229;2022-03-15;Tienda física;T004;E0024;28079;C0481;1;1;11,77;11,77
V01230;2023-04-26;Tienda física;T011;E0057;46192;C0088;1;1;14,39;14,39
V01231;2022-07-14;Tienda física;T006;E0032;28079;C0251;2;2;45,38;43,81
V01232;2023-05-28;Tienda física;T011;E0059;47186;C0710;4;5;95,02;90,64
V01233;2023-05-19;Online;ONLINE;ONLINE;47186;C0669;1;1;14,35;13,63
V01234;2023-02-09;Online;ONLINE;ONLINE;41038;C0761;1;2;28,14;23,92
V01235;2023-01-29;Tienda física;T012;E0063;28079;C0647;2;2;20,69;19,65
V01236;2023-10-19;Online;ONLINE;ONLINE;47186;C0358;3;3;61;57,8
V01237;2023-02-23;Tienda física;T012;E0065;48044;C0636;3;4;73,33;72,33
V01238;2023-01-30;Online;ONLINE;ONLINE;46192;C0498;2;4;87,9;80,56
V01239;2022-07-18;Tienda física;T012;E0061;41059;C0315;8;11;219,28;214,02
V01240;2022-12-23;Online;ONLINE;ONLINE;28079;C0083;4;4;79,33;72,74
V01241;2023-10-13;Tienda física;T001;E0004;48044;C0276;2;2;37,61;35,69
V01242;2023-12-15;Tienda física;T011;E0058;28074;C0052;4;4;106,92;103,82
