linea_id;venta_id;num_linea;isbn;categoria;precio_unitario;unidades;importe_bruto;descuento_pct;importe_neto
L004050;V01804;1;978-794-790-1303-4;Ficción;15,65;3;46,95;0,05;44,6
L004051;V01804;2;978-676-300-4159-7;Economía/Negocios;20,12;2;40,24;0;40,24
L004052;V01805;1;978-108-849-2817-9;Arte y Fotografía;48,77;2;97,54;0,05;92,66
L004053;V01805;2;978-622-354-7651-4;Cómics/Manga;15,24;3;45,72;0;45,72
L004054;V01805;3;978-615-551-3128-8;Economía/Negocios;31,73;2;63,46;0;63,46
L004055;V01805;4;978-845-182-9634-4;Arte y Fotografía;63,24;1;63,24;0;63,24
L004056;V01805;5;978-513-811-9625-1;Infantil/Juvenil;5,74;2;11,48;0,05;10,91
L004057;V01806;1;978-371-118-6972-0;Infantil/Juvenil;12,83;2;25,66;0;25,66
L004058;V01807;1;978-255-369-2720-9;Historia;21,02;1;21,02;0;21,02
L004059;V01807;2;978-307-456-3141-0;Economía/Negocios;27,97;1;27,97;0;27,97
L004060;V01807;3;978-107-959-4614-9;Infantil/Juvenil;12,31;1;12,31;0,1;11,08
L004061;V01807;4;978-491-174-3026-6;No Ficción;19,19;2;38,38;0;38,38
L004062;V01807;5;978-822-970-9521-1;Cómics/Manga;16,22;1;16,22;0;16,22
L004063;V01807;6;978-843-936-8609-8;Arte y Fotografía;32,46;2;64,92;0,1;58,43
L004064;V01808;1;978-528-426-5538-2;Infantil/Juvenil;13,99;2;27,98;0;27,98
L004065;V01808;2;978-623-421-5070-2;Idiomas;27,05;1;27,05;0,1;24,35
L004066;V01809;1;978-311-874-9820-7;Economía/Negocios;22,11;2;44,22;0;44,22
L004067;V01809;2;978-691-168-8254-3;Idiomas;30,25;1;30,25;0,1;27,23
L004068;V01810;1;978-127-674-6177-8;Ficción;15,23;2;30,46;0;30,46
L004069;V01810;2;978-176-270-7468-2;Ficción;17,31;1;17,31;0,1;15,58
L004070;V01811;1;978-310-960-6689-3;No Ficción;22;3;66;0,05;62,7
L004071;V01811;2;978-468-666-6197-4;Infantil/Juvenil;15,08;1;15,08;0;15,08
L004072;V01812;1;978-743-196-6499-9;Historia;23,64;2;47,28;0;47,28
L004073;V01813;1;978-636-108-9731-9;Historia;18,41;2;36,82;0;36,82
L004074;V01813;2;978-199-549-8295-0;Idiomas;28,45;2;56,9;0;56,9
L004075;V01813;3;978-745-562-2715-2;Arte y Fotografía;43,72;1;43,72;0,1;39,35
L004076;V01814;1;978-85-471-2895-2;No Ficción;19,32;2;38,64;0,05;36,71
L004077;V01815;1;978-443-397-7252-4;No Ficción;18,84;2;37,68;0,05;35,8
L004078;V01815;2;978-271-673-7285-1;No Ficción;19,6;1;19,6;0;19,6
L004079;V01816;1;978-293-984-8100-8;Ficción;15,47;1;15,47;0;15,47
L004080;V01816;2;978-199-549-8295-0;Idiomas;30,27;1;30,27;0,05;28,76
L004081;V01816;3;978-764-992-5572-3;Ficción;13,84;2;27,68;0;27,68
L004082;V01816;4;978-509-902-1338-9;Historia;27,27;1;27,27;0,05;25,91
L004083;V01816;5;978-708-566-2923-6;Economía/Negocios;24,92;1;24,92;0,05;23,67
L004084;V01817;1;978-709-558-1911-1;Ficción;13,35;1;13,35;0,05;12,68
L004085;V01817;2;978-915-394-8526-2;Infantil/Juvenil;10,23;1;10,23;0,05;9,72
L004086;V01817;3;978-600-917-9592-4;Cómics/Manga;13,45;2;26,9;0;26,9
L004087;V01818;1;978-468-666-6197-4;Infantil/Juvenil;12,56;1;12,56;0,15;10,68
L004088;V01818;2;978-483-661-5174-9;Cómics/Manga;12,31;2;24,62;0;24,62
L004089;V01818;3;978-907-199-1656-5;Ficción;17,06;2;34,12;0;34,12
L004090;V01819;1;978-449-468-5538-4;Ciencia y Tecnología;29,75;1;29,75;0;29,75
L004091;V01819;2;978-427-355-1778-8;No Ficción;17,57;1;17,57;0;17,57
L004092;V01819;3;978-868-399-4031-1;Idiomas;38,6;1;38,6;0;38,6
L004093;V01819;4;978-381-226-9068-6;Infantil/Juvenil;8,42;2;16,84;0;16,84
L004094;V01820;1;978-355-217-2061-3;Infantil/Juvenil;12,48;1;12,48;0;12,48
L004095;V01820;2;978-147-812-1155-4;Arte y Fotografía;47,86;3;143,58;0;143,58
L004096;V01820;3;978-274-161-4788-5;No Ficción;16,66;1;16,66;0;16,66
L004097;V01820;4;978-365-342-9443-5;Economía/Negocios;31,08;1;31,08;0;31,08
L004098;V01820;5;978-700-651-4420-4;Economía/Negocios;29,61;1;29,61;0,1;26,65
L004099;V01821;1;978-273-650-6579-5;No Ficción;17,89;1;17,89;0;17,89
L004100;V01821;2;978-888-455-7868-2;Historia;14,83;2;29,66;0;29,66
L004101;V01821;3;978-127-674-6177-8;Ficción;19,44;2;38,88;0;38,88
L004102;V01822;1;978-273-650-6579-5;No Ficción;18,92;1;18,92;0;18,92
L004103;V01823;1;978-573-271-1330-8;No Ficción;17,71;1;17,71;0,1;15,94
L004104;V01823;2;978-311-874-9820-7;Economía/Negocios;17,65;1;17,65;0;17,65
L004105;V01823;3;978-513-993-1196-0;Infantil/Juvenil;17,43;3;52,29;0,05;49,68
L004106;V01823;4;978-486-649-2452-9;Infantil/Juvenil;18,01;2;36,02;0;36,02
L004107;V01824;1;978-838-494-5566-9;Autoayuda;19,93;1;19,93;0,1;17,94
L004108;V01824;2;978-676-981-7040-3;Idiomas;40,36;1;40,36;0,05;38,34
L004109;V01825;1;978-658-827-1904-1;Cómics/Manga;10,67;2;21,34;0;21,34
L004110;V01825;2;978-175-905-3715-1;Historia;21,13;1;21,13;0;21,13
L004111;V01825;3;978-338-859-7630-6;Infantil/Juvenil;10,77;1;10,77;0;10,77
L004112;V01826;1;978-323-671-6518-3;Infantil/Juvenil;11,53;3;34,59;0;34,59
L004113;V01826;2;978-734-813-1654-3;Autoayuda;13,57;1;13,57;0;13,57
L004114;V01827;1;978-803-923-2938-3;Ciencia y Tecnología;25,85;1;25,85;0;25,85
L004115;V01828;1;978-84-445-7546-9;Cómics/Manga;9,44;1;9,44;0;9,44
L004116;V01828;2;978-131-843-1052-5;Ciencia y Tecnología;48,52;1;48,52;0,1;43,67
L004117;V01829;1;978-209-582-1163-6;Economía/Negocios;21;2;42;0;42
L004118;V01829;2;978-263-531-6373-4;Historia;22,93;1;22,93;0,1;20,64
L004119;V01829;3;978-569-768-6454-9;Idiomas;20,88;1;20,88;0,1;18,79
L004120;V01830;1;978-268-198-4029-1;Economía/Negocios;21,4;1;21,4;0;21,4
L004121;V01831;1;978-491-174-3026-6;No Ficción;27,26;2;54,52;0,05;51,79
L004122;V01831;2;978-636-884-5820-5;Arte y Fotografía;65,29;1;65,29;0;65,29
L004123;V01832;1;978-490-438-7939-8;Infantil/Juvenil;14,01;1;14,01;0;14,01
L004124;V01833;1;978-824-788-2728-5;Arte y Fotografía;32,9;1;32,9;0,15;27,96
L004125;V01833;2;978-942-167-2975-5;Ciencia y Tecnología;32,49;1;32,49;0,05;30,87
L004126;V01834;1;978-946-766-1118-5;Ficción;17,49;1;17,49;0,1;15,74
L004127;V01834;2;978-668-756-6823-6;Historia;29,79;1;29,79;0;29,79
L004128;V01834;3;978-827-155-4298-0;Ficción;17,41;1;17,41;0;17,41
L004129;V01835;1;978-176-270-7468-2;Ficción;13,45;1;13,45;0;13,45
L004130;V01836;1;978-129-799-2179-7;Ficción;17,22;3;51,66;0,15;43,91
L004131;V01836;2;978-641-372-4300-3;Infantil/Juvenil;9,09;1;9,09;0,05;8,64
L004132;V01836;3;978-936-555-2840-1;Economía/Negocios;27,06;1;27,06;0,1;24,35
L004133;V01836;4;978-701-999-5961-4;Economía/Negocios;38,95;2;77,9;0;77,9
L004134;V01836;5;978-732-753-3216-1;Autoayuda;13,63;2;27,26;0,05;25,9
L004135;V01836;6;978-290-561-1687-6;Idiomas;40,07;1;40,07;0,05;38,07
L004136;V01836;7;978-313-359-8062-0;Economía/Negocios;25,5;1;25,5;0,1;22,95
L004137;V01836;8;978-280-659-9079-8;Ficción;10,64;2;21,28;0,05;20,22
L004138;V01836;9;978-311-382-8178-2;Ficción;20,09;1;20,09;0;20,09
L004139;V01836;10;978-293-984-8100-8;Ficción;14,24;1;14,24;0;14,24
L004140;V01837;1;978-87-635-8259-0;Infantil/Juvenil;12,2;1;12,2;0;12,2
L004141;V01837;2;978-263-377-2144-9;Economía/Negocios;26,55;1;26,55;0;26,55
L004142;V01838;1;978-385-281-9631-7;Autoayuda;16,34;2;32,68;0;32,68
L004143;V01838;2;978-865-469-6850-1;Economía/Negocios;35,82;1;35,82;0,05;34,03
L004144;V01839;1;978-875-138-1557-3;Economía/Negocios;23,13;1;23,13;0,05;21,97
L004145;V01839;2;978-209-582-1163-6;Economía/Negocios;15,33;1;15,33;0;15,33
L004146;V01840;1;978-474-405-7494-2;Idiomas;25,17;1;25,17;0,15;21,39
L004147;V01840;2;978-293-984-8100-8;Ficción;16;1;16;0,05;15,2
L004148;V01840;3;978-335-591-1317-0;No Ficción;21,52;1;21,52;0,05;20,44
L004149;V01841;1;978-702-944-5152-1;Idiomas;33,4;1;33,4;0,1;30,06
L004150;V01842;1;978-406-233-3265-2;Autoayuda;15,83;1;15,83;0,05;15,04
L004151;V01842;2;978-833-881-8394-1;Cómics/Manga;14,44;1;14,44;0;14,44
L004152;V01842;3;978-300-553-5220-8;Autoayuda;13,85;1;13,85;0;13,85
L004153;V01842;4;978-342-612-5144-2;Economía/Negocios;22,43;1;22,43;0,05;21,31
L004154;V01843;1;978-654-554-5863-1;Cómics/Manga;10;1;10;0,1;9
L004155;V01843;2;978-830-300-3070-1;Arte y Fotografía;50,19;1;50,19;0;50,19
L004156;V01844;1;978-851-856-6115-3;Ficción;16,03;1;16,03;0,15;13,63
L004157;V01844;2;978-855-830-8218-5;No Ficción;21,57;2;43,14;0,05;40,98
L004158;V01844;3;978-111-463-4794-2;Infantil/Juvenil;16,34;1;16,34;0,1;14,71
L004159;V01844;4;978-147-626-9040-2;Autoayuda;18,82;2;37,64;0;37,64
L004160;V01845;1;978-615-551-3128-8;Economía/Negocios;24,6;2;49,2;0;49,2
L004161;V01846;1;978-706-234-8884-1;Historia;20,14;1;20,14;0;20,14
L004162;V01846;2;978-836-754-3964-3;Arte y Fotografía;35,37;1;35,37;0,05;33,6
L004163;V01847;1;978-858-304-2990-8;Ficción;16,24;1;16,24;0,1;14,62
L004164;V01848;1;978-92-450-9542-6;Infantil/Juvenil;14,34;1;14,34;0;14,34
L004165;V01849;1;978-779-725-8944-4;Ficción;16,12;1;16,12;0;16,12
L004166;V01850;1;978-141-841-6955-2;Ciencia y Tecnología;26,3;1;26,3;0;26,3
L004167;V01850;2;978-129-503-5983-2;Ciencia y Tecnología;52,12;1;52,12;0;52,12
L004168;V01850;3;978-303-682-5227-2;Cómics/Manga;17,36;1;17,36;0,05;16,49
L004169;V01850;4;978-392-906-8865-7;Arte y Fotografía;43,65;1;43,65;0;43,65
L004170;V01851;1;978-127-674-6177-8;Ficción;12,1;1;12,1;0;12,1
L004171;V01851;2;978-474-405-7494-2;Idiomas;38,47;1;38,47;0;38,47
L004172;V01851;3;978-275-452-9884-9;Autoayuda;12,92;1;12,92;0,05;12,27
L004173;V01851;4;978-844-512-5926-0;Ficción;10,33;3;30,99;0,05;29,44
L004174;V01851;5;978-784-448-6393-3;Idiomas;20,61;1;20,61;0;20,61
L004175;V01851;6;978-547-965-4305-6;Ficción;17,52;2;35,04;0;35,04
L004176;V01851;7;978-111-763-2974-9;Economía/Negocios;40,64;1;40,64;0;40,64
L004177;V01851;8;978-434-548-1315-7;Idiomas;42,72;1;42,72;0;42,72
L004178;V01852;1;978-817-238-8367-0;Economía/Negocios;27,48;1;27,48;0;27,48
L004179;V01852;2;978-822-970-9521-1;Cómics/Manga;16,78;1;16,78;0;16,78
L004180;V01853;1;978-717-572-2772-2;Ciencia y Tecnología;28,79;2;57,58;0;57,58
L004181;V01854;1;978-456-561-5923-4;Infantil/Juvenil;12,4;1;12,4;0;12,4
L004182;V01855;1;978-577-358-7123-6;Infantil/Juvenil;10,55;1;10,55;0,05;10,02
L004183;V01855;2;978-313-359-8062-0;Economía/Negocios;25,47;1;25,47;0;25,47
L004184;V01856;1;978-794-404-5140-1;No Ficción;20,39;1;20,39;0,1;18,35
L004185;V01856;2;978-654-280-9485-8;Idiomas;37,17;1;37,17;0;37,17
L004186;V01856;3;978-149-785-9681-4;Ciencia y Tecnología;31,85;1;31,85;0,1;28,67
L004187;V01856;4;978-537-685-9524-2;Ciencia y Tecnología;48,56;1;48,56;0;48,56
L004188;V01857;1;978-313-660-8056-8;Autoayuda;18,14;2;36,28;0;36,28
L004189;V01857;2;978-537-685-9524-2;Ciencia y Tecnología;43,72;1;43,72;0,1;39,35
L004190;V01858;1;978-528-426-5538-2;Infantil/Juvenil;12,56;4;50,24;0;50,24
L004191;V01858;2;978-414-313-6609-1;Idiomas;22,66;2;45,32;0;45,32
L004192;V01859;1;978-724-841-4588-4;No Ficción;17,17;1;17,17;0;17,17
L004193;V01859;2;978-283-408-4798-6;Idiomas;43,8;1;43,8;0;43,8
L004194;V01859;3;978-887-276-5198-4;Historia;21,5;1;21,5;0;21,5
L004195;V01859;4;978-641-372-4300-3;Infantil/Juvenil;10,02;1;10,02;0,05;9,52
L004196;V01860;1;978-711-799-2178-7;No Ficción;20,07;2;40,14;0,15;34,12
L004197;V01860;2;978-227-188-8486-8;Infantil/Juvenil;12,04;1;12,04;0,1;10,84
L004198;V01860;3;978-131-843-1052-5;Ciencia y Tecnología;42,41;2;84,82;0,1;76,34
L004199;V01860;4;978-263-531-6373-4;Historia;22,53;1;22,53;0;22,53
L004200;V01861;1;978-701-999-5961-4;Economía/Negocios;20,06;2;40,12;0,05;38,11
L004201;V01862;1;978-423-808-3629-8;Autoayuda;16,18;1;16,18;0;16,18
L004202;V01863;1;978-255-369-2720-9;Historia;22,33;1;22,33;0,05;21,21
L004203;V01863;2;978-745-670-3804-3;Idiomas;22,15;1;22,15;0;22,15
L004204;V01864;1;978-869-305-1638-3;Ciencia y Tecnología;25,77;1;25,77;0;25,77
L004205;V01864;2;978-600-917-9592-4;Cómics/Manga;14,37;1;14,37;0,05;13,65
L004206;V01865;1;978-157-233-6824-1;Economía/Negocios;24,23;1;24,23;0;24,23
L004207;V01865;2;978-275-452-9884-9;Autoayuda;12,99;1;12,99;0;12,99
L004208;V01865;3;978-311-725-9308-9;Arte y Fotografía;46,51;1;46,51;0,1;41,86
L004209;V01865;4;978-166-288-1975-0;Autoayuda;14,5;1;14,5;0;14,5
L004210;V01865;5;978-404-698-7939-4;Arte y Fotografía;44,93;1;44,93;0,1;40,44
L004211;V01865;6;978-695-477-5046-9;Ficción;10,39;1;10,39;0;10,39
L004212;V01865;7;978-769-500-9718-7;Ficción;17,13;1;17,13;0;17,13
L004213;V01866;1;978-668-756-6823-6;Historia;22,12;3;66,36;0,1;59,72
L004214;V01866;2;978-706-591-9113-8;Idiomas;37,69;1;37,69;0,1;33,92
L004215;V01866;3;978-301-106-5151-5;Infantil/Juvenil;13,52;1;13,52;0;13,52
L004216;V01866;4;978-660-364-5517-8;Arte y Fotografía;60,95;1;60,95;0;60,95
L004217;V01866;5;978-690-789-6141-8;Arte y Fotografía;32,12;1;32,12;0;32,12
L004218;V01867;1;978-830-300-3070-1;Arte y Fotografía;32,83;1;32,83;0,05;31,19
L004219;V01867;2;978-851-856-6115-3;Ficción;11,46;1;11,46;0,05;10,89
L004220;V01868;1;978-352-142-7890-4;Idiomas;27,21;2;54,42;0;54,42
L004221;V01868;2;978-120-374-5075-1;Infantil/Juvenil;11,26;1;11,26;0,05;10,7
L004222;V01868;3;978-376-480-1998-3;No Ficción;20,91;1;20,91;0;20,91
L004223;V01868;4;978-336-624-5789-7;Infantil/Juvenil;10,3;2;20,6;0;20,6
L004224;V01868;5;978-176-157-6586-1;Idiomas;21,09;1;21,09;0;21,09
L004225;V01868;6;978-838-494-5566-9;Autoayuda;8,89;1;8,89;0,05;8,45
L004226;V01869;1;978-717-572-2772-2;Ciencia y Tecnología;30,52;1;30,52;0,15;25,94
L004227;V01870;1;978-179-384-4400-2;Ciencia y Tecnología;34,35;1;34,35;0;34,35
L004228;V01870;2;978-111-463-4794-2;Infantil/Juvenil;16,46;1;16,46;0,1;14,81
L004229;V01870;3;978-845-182-9634-4;Arte y Fotografía;60,16;2;120,32;0,05;114,3
L004230;V01870;4;978-690-808-8261-7;Ficción;17,03;1;17,03;0;17,03
L004231;V01871;1;978-802-259-7496-1;Ficción;15,33;2;30,66;0;30,66
L004232;V01871;2;978-777-506-4233-9;Idiomas;36,74;2;73,48;0;73,48
L004233;V01872;1;978-891-829-9865-2;Arte y Fotografía;35,61;3;106,83;0,15;90,81
L004234;V01872;2;978-638-931-9804-9;Autoayuda;13,22;1;13,22;0,05;12,56
L004235;V01872;3;978-664-980-6087-1;Ficción;12,4;1;12,4;0,05;11,78
L004236;V01872;4;978-863-314-7005-3;No Ficción;18,65;1;18,65;0,1;16,79
L004237;V01872;5;978-762-521-3695-6;Idiomas;24,99;1;24,99;0,05;23,74
L004238;V01872;6;978-741-275-6421-3;Idiomas;24,75;1;24,75;0;24,75
L004239;V01873;1;978-621-332-7897-6;Idiomas;27,03;1;27,03;0,05;25,68
L004240;V01874;1;978-691-168-8254-3;Idiomas;22,63;4;90,52;0,15;76,94
L004241;V01874;2;978-311-874-9820-7;Economía/Negocios;19,34;1;19,34;0,1;17,41
L004242;V01875;1;978-311-382-8178-2;Ficción;15,82;1;15,82;0;15,82
L004243;V01875;2;978-817-238-8367-0;Economía/Negocios;38,13;1;38,13;0,1;34,32
L004244;V01876;1;978-310-960-6689-3;No Ficción;16,73;1;16,73;0;16,73
L004245;V01876;2;978-676-981-7040-3;Idiomas;41,34;2;82,68;0;82,68
L004246;V01876;3;978-875-154-6609-6;Ciencia y Tecnología;43,8;1;43,8;0;43,8
L004247;V01876;4;978-259-436-6300-0;Autoayuda;15,38;1;15,38;0;15,38
L004248;V01876;5;978-933-312-1983-4;Infantil/Juvenil;16,47;2;32,94;0;32,94
L004249;V01876;6;978-256-409-5068-9;Economía/Negocios;22,5;1;22,5;0,1;20,25
L004250;V01877;1;978-120-374-5075-1;Infantil/Juvenil;14,08;1;14,08;0,1;12,67
L004251;V01878;1;978-323-671-6518-3;Infantil/Juvenil;14,1;2;28,2;0;28,2
L004252;V01878;2;978-475-288-8850-9;Infantil/Juvenil;10,5;1;10,5;0;10,5
L004253;V01879;1;978-263-531-6373-4;Historia;20,04;3;60,12;0,15;51,1
L004254;V01880;1;978-263-377-2144-9;Economía/Negocios;26,73;1;26,73;0,1;24,06
L004255;V01881;1;978-297-849-4677-8;Cómics/Manga;10,73;1;10,73;0;10,73
L004256;V01881;2;978-761-623-5555-9;No Ficción;17,5;3;52,5;0;52,5
L004257;V01881;3;978-246-871-5491-1;No Ficción;14,05;1;14,05;0;14,05
L004258;V01881;4;978-364-903-8072-0;Historia;25,84;1;25,84;0,1;23,26
L004259;V01882;1;978-577-358-7123-6;Infantil/Juvenil;12,19;2;24,38;0;24,38
L004260;V01882;2;978-764-340-1664-1;Autoayuda;12,35;1;12,35;0;12,35
L004261;V01882;3;978-88-679-1470-3;Ciencia y Tecnología;31,58;1;31,58;0,1;28,42
L004262;V01883;1;978-114-323-7722-0;Historia;22,99;2;45,98;0,15;39,08
L004263;V01884;1;978-540-175-3713-9;Autoayuda;15,6;4;62,4;0;62,4
L004264;V01885;1;978-107-959-4614-9;Infantil/Juvenil;12,16;4;48,64;0,15;41,34
L004265;V01885;2;978-817-238-8367-0;Economía/Negocios;35,33;2;70,66;0,1;63,59
L004266;V01886;1;978-946-766-1118-5;Ficción;13,86;1;13,86;0;13,86
L004267;V01887;1;978-338-859-7630-6;Infantil/Juvenil;11,04;1;11,04;0;11,04
L004268;V01887;2;978-762-399-4032-4;Ficción;22,62;1;22,62;0,1;20,36
L004269;V01888;1;978-290-919-3843-2;Cómics/Manga;9,56;1;9,56;0;9,56
L004270;V01889;1;978-858-304-2990-8;Ficción;14,76;1;14,76;0;14,76
L004271;V01889;2;978-281-712-1411-5;Ciencia y Tecnología;29,36;1;29,36;0;29,36
L004272;V01890;1;978-491-174-3026-6;No Ficción;16,82;1;16,82;0,15;14,3
L004273;V01890;2;978-627-877-3175-3;Ficción;14,86;2;29,72;0;29,72
L004274;V01890;3;978-930-492-9538-1;Cómics/Manga;8,61;1;8,61;0,1;7,75
L004275;V01890;4;978-722-250-4429-9;Cómics/Manga;9,24;1;9,24;0,05;8,78
L004276;V01890;5;978-741-275-6421-3;Idiomas;23,26;1;23,26;0,05;22,1
L004277;V01891;1;978-227-188-8486-8;Infantil/Juvenil;13,07;1;13,07;0,1;11,76
L004278;V01891;2;978-147-812-1155-4;Arte y Fotografía;48,27;2;96,54;0;96,54
L004279;V01892;1;978-465-467-6986-9;Autoayuda;20,41;1;20,41;0;20,41
L004280;V01893;1;978-794-404-5140-1;No Ficción;22,09;2;44,18;0,1;39,76
L004281;V01894;1;978-701-999-5961-4;Economía/Negocios;21,49;2;42,98;0,05;40,83
L004282;V01894;2;978-248-363-9178-7;Ficción;15,39;2;30,78;0,05;29,24
L004283;V01895;1;978-664-980-6087-1;Ficción;14,88;4;59,52;0,1;53,57
L004284;V01895;2;978-166-288-1975-0;Autoayuda;14,55;1;14,55;0;14,55
L004285;V01896;1;978-572-908-1727-4;Ciencia y Tecnología;31,1;1;31,1;0,05;29,55
L004286;V01897;1;978-306-402-3822-9;Ficción;14,8;1;14,8;0;14,8
L004287;V01898;1;978-280-659-9079-8;Ficción;15,99;3;47,97;0;47,97
L004288;V01899;1;978-227-188-8486-8;Infantil/Juvenil;14,01;1;14,01;0,15;11,91
L004289;V01899;2;978-446-802-3743-0;No Ficción;20,97;1;20,97;0;20,97
L004290;V01899;3;978-915-394-8526-2;Infantil/Juvenil;10,17;1;10,17;0,05;9,66
L004291;V01899;4;978-558-621-5347-6;Arte y Fotografía;41,68;2;83,36;0,1;75,02
L004292;V01900;1;978-771-623-2945-1;Historia;18,49;1;18,49;0,1;16,64
L004293;V01900;2;978-411-549-2190-9;Economía/Negocios;28,3;2;56,6;0;56,6
L004294;V01901;1;978-839-657-4984-1;Economía/Negocios;21,22;1;21,22;0,15;18,04
L004295;V01901;2;978-114-323-7722-0;Historia;28,61;1;28,61;0;28,61
L004296;V01902;1;978-264-462-3724-2;Infantil/Juvenil;12,52;1;12,52;0;12,52
L004297;V01903;1;978-700-861-5291-1;Cómics/Manga;14,01;1;14,01;0;14,01
L004298;V01904;1;978-430-191-7308-4;Ciencia y Tecnología;26,18;1;26,18;0,15;22,25
L004299;V01904;2;978-855-830-8218-5;No Ficción;21,62;3;64,86;0;64,86
L004300;V01904;3;978-531-362-6850-2;Idiomas;22,12;3;66,36;0,1;59,72
L004301;V01904;4;978-771-623-2945-1;Historia;25,78;1;25,78;0,05;24,49
L004302;V01904;5;978-941-991-3194-0;Autoayuda;14,84;1;14,84;0;14,84
L004303;V01904;6;978-255-369-2720-9;Historia;16,8;1;16,8;0;16,8
L004304;V01904;7;978-942-167-2975-5;Ciencia y Tecnología;29,42;1;29,42;0,1;26,48
L004305;V01905;1;978-732-753-3216-1;Autoayuda;17,6;4;70,4;0,05;66,88
L004306;V01905;2;978-425-437-3782-6;Cómics/Manga;9,29;2;18,58;0,1;16,72
L004307;V01906;1;978-741-275-6421-3;Idiomas;27,2;1;27,2;0;27,2
L004308;V01906;2;978-932-321-1255-7;Arte y Fotografía;69,13;3;207,39;0;207,39
L004309;V01906;3;978-251-212-5089-0;Infantil/Juvenil;14,21;2;28,42;0;28,42
L004310;V01906;4;978-365-342-9443-5;Economía/Negocios;29,39;3;88,17;0;88,17
L004311;V01907;1;978-293-984-8100-8;Ficción;13,37;1;13,37;0,1;12,03
L004312;V01908;1;978-729-607-4233-9;Ficción;14,59;3;43,77;0,15;37,2
L004313;V01908;2;978-915-394-8526-2;Infantil/Juvenil;11,42;2;22,84;0;22,84
L004314;V01908;3;978-786-297-6189-7;Cómics/Manga;8,02;1;8,02;0;8,02
L004315;V01908;4;978-668-756-6823-6;Historia;28,64;1;28,64;0;28,64
L004316;V01909;1;978-385-281-9631-7;Autoayuda;18,03;1;18,03;0;18,03
L004317;V01910;1;978-865-469-6850-1;Economía/Negocios;23,23;1;23,23;0;23,23
L004318;V01910;2;978-687-752-7285-7;No Ficción;24,44;3;73,32;0;73,32
L004319;V01911;1;978-941-793-3100-6;Economía/Negocios;22,29;1;22,29;0,05;21,18
L004320;V01912;1;978-293-984-8100-8;Ficción;16,03;3;48,09;0;48,09
L004321;V01912;2;978-367-777-9229-9;Idiomas;32,14;2;64,28;0,1;57,85
L004322;V01912;3;978-844-512-5926-0;Ficción;9,99;1;9,99;0,1;8,99
L004323;V01913;1;978-907-199-1656-5;Ficción;14;1;14;0,05;13,3
L004324;V01913;2;978-274-161-4788-5;No Ficción;16,99;1;16,99;0;16,99
L004325;V01913;3;978-181-377-2876-7;Idiomas;40,68;1;40,68;0,1;36,61
L004326;V01913;4;978-816-635-8263-9;No Ficción;18,41;1;18,41;0;18,41
L004327;V01914;1;978-135-381-4723-9;Autoayuda;15,95;1;15,95;0;15,95
L004328;V01915;1;978-585-589-4870-2;Economía/Negocios;29,59;2;59,18;0,05;56,22
L004329;V01915;2;978-223-391-6711-2;Ciencia y Tecnología;24,43;1;24,43;0;24,43
L004330;V01915;3;978-307-456-3141-0;Economía/Negocios;28,83;1;28,83;0;28,83
L004331;V01916;1;978-235-577-9532-4;Autoayuda;15,45;2;30,9;0;30,9
L004332;V01916;2;978-581-612-4585-1;Cómics/Manga;9,21;1;9,21;0,05;8,75
L004333;V01916;3;978-931-763-4567-1;Autoayuda;14,58;1;14,58;0;14,58
L004334;V01916;4;978-311-874-9820-7;Economía/Negocios;19,73;2;39,46;0;39,46
L004335;V01916;5;978-311-725-9308-9;Arte y Fotografía;41,4;1;41,4;0;41,4
L004336;V01916;6;978-371-224-8993-5;Ciencia y Tecnología;48,4;1;48,4;0;48,4
L004337;V01917;1;978-945-982-4869-0;Infantil/Juvenil;14,8;1;14,8;0;14,8
L004338;V01917;2;978-105-505-1784-7;Arte y Fotografía;69,11;1;69,11;0,1;62,2
L004339;V01918;1;978-256-804-8918-6;Cómics/Manga;10,2;2;20,4;0,05;19,38
L004340;V01918;2;978-891-829-9865-2;Arte y Fotografía;47,38;1;47,38;0,1;42,64
L004341;V01919;1;978-598-894-6527-3;Infantil/Juvenil;11,68;2;23,36;0;23,36
L004342;V01919;2;978-141-841-6955-2;Ciencia y Tecnología;35,34;1;35,34;0,05;33,57
L004343;V01920;1;978-623-186-6886-7;Autoayuda;15,16;1;15,16;0;15,16
L004344;V01921;1;978-467-233-6418-2;Ficción;15,95;1;15,95;0;15,95
L004345;V01922;1;978-509-902-1338-9;Historia;20,36;3;61,08;0,1;54,97
L004346;V01923;1;978-213-101-3736-8;Ficción;15,27;4;61,08;0;61,08
L004347;V01924;1;978-820-318-7501-7;Economía/Negocios;19,56;1;19,56;0;19,56
L004348;V01925;1;978-677-703-9771-9;Cómics/Manga;9,75;3;29,25;0;29,25
L004349;V01925;2;978-946-374-5271-7;Historia;16,62;2;33,24;0;33,24
L004350;V01926;1;978-627-877-3175-3;Ficción;12,53;1;12,53;0;12,53
L004351;V01926;2;978-642-542-2629-4;Cómics/Manga;13,7;1;13,7;0;13,7
L004352;V01927;1;978-311-874-9820-7;Economía/Negocios;25,82;1;25,82;0,05;24,53
L004353;V01928;1;978-468-666-6197-4;Infantil/Juvenil;11,68;1;11,68;0;11,68
L004354;V01928;2;978-355-978-8276-6;Arte y Fotografía;40,73;1;40,73;0,1;36,66
